"","proj_url","member","proj_num","proj_title"
"160","/d7/en/projects/referendum-stuttgart-21","rudiger-schmitt-beck","B1.11","Referendum 'Stuttgart 21'"
"161","/d7/en/projects/referendum-stuttgart-21","johannes-blumenberg","B1.11","Referendum 'Stuttgart 21'"
"162","/d7/en/projects/referendum-stuttgart-21","julia-range","B1.11","Referendum 'Stuttgart 21'"
"163","/d7/en/projects/democracy-monitoring","jan-van-deth","B1.12","Democracy Monitoring"
"164","/d7/en/projects/democracy-monitoring","rudiger-schmitt-beck","B1.12","Democracy Monitoring"
"165","/d7/en/projects/democracy-monitoring","thorsten-faas","B1.12","Democracy Monitoring"
"166","/d7/en/projects/democracy-monitoring","sarah-perry","B1.12","Democracy Monitoring"
"167","/d7/en/projects/responsible-terrorism-coverage","hartmut-wessler","B1.13","Responsible Terrorism Coverage (ResTeCo). A Global Comparative Analysis of News Coverage About Terrorism from 1945 to the Present"
"168","/d7/en/projects/responsible-terrorism-coverage","scott-althaus","B1.13","Responsible Terrorism Coverage (ResTeCo). A Global Comparative Analysis of News Coverage About Terrorism from 1945 to the Present"
"169","/d7/en/projects/responsible-terrorism-coverage","wouter-van-atteveldt","B1.13","Responsible Terrorism Coverage (ResTeCo). A Global Comparative Analysis of News Coverage About Terrorism from 1945 to the Present"
"170","/d7/en/projects/responsible-terrorism-coverage","chung-hong-chan","B1.13","Responsible Terrorism Coverage (ResTeCo). A Global Comparative Analysis of News Coverage About Terrorism from 1945 to the Present"
"171","/d7/en/projects/citizens-multidimensional-national-identities-and-foreign-policy-attitudes-in-different-contexts","matthias-mader","B1.14","Citizens’ Multidimensional National Identities and Foreign Policy Attitudes in Different Contexts"
"172","/d7/en/projects/citizens-multidimensional-national-identities-and-foreign-policy-attitudes-in-different-contexts","harald-schoen","B1.14","Citizens’ Multidimensional National Identities and Foreign Policy Attitudes in Different Contexts"
"173","/d7/en/projects/elite-public-interactions-on-social-media-facilitating-or-undermining-democracy","yannis-theocharis","B1.15","Elite–Public Interactions on Social Media: Facilitating or Undermining Democracy?"
"174","/d7/en/projects/elite-public-interactions-on-social-media-facilitating-or-undermining-democracy","sebastian-popa","B1.15","Elite–Public Interactions on Social Media: Facilitating or Undermining Democracy?"
"175","/d7/en/projects/elite-public-interactions-on-social-media-facilitating-or-undermining-democracy","harald-schoen","B1.15","Elite–Public Interactions on Social Media: Facilitating or Undermining Democracy?"
"176","/d7/en/projects/intra-party-heterogeneity-and-its-political-consequences-in-europe","marc-debus","B2.1","Intra-party Heterogeneity and its Political Consequences in Europe"
"177","/d7/en/projects/intra-party-heterogeneity-and-its-political-consequences-in-europe","markus-baumann","B2.1","Intra-party Heterogeneity and its Political Consequences in Europe"
"178","/d7/en/projects/personal-campaign-strategies-and-political-representation","hermann-schmitt","B2.2","Personal Campaign Strategies and Political Representation"
"179","/d7/en/projects/personal-campaign-strategies-and-political-representation","thomas-gschwend","B2.2","Personal Campaign Strategies and Political Representation"
"180","/d7/en/projects/personal-campaign-strategies-and-political-representation","wolfgang-muller","B2.2","Personal Campaign Strategies and Political Representation"
"181","/d7/en/projects/personal-campaign-strategies-and-political-representation","andreas-wuest","B2.2","Personal Campaign Strategies and Political Representation"
"182","/d7/en/projects/personal-campaign-strategies-and-political-representation","thomas-zittel","B2.2","Personal Campaign Strategies and Political Representation"
"183","/d7/en/projects/personal-campaign-strategies-and-political-representation","bernhard-wessels","B2.2","Personal Campaign Strategies and Political Representation"
"184","/d7/en/projects/electoral-incentives-and-legislative-behaviour","thomas-braeuninger","B2.3","Electoral Incentives and Legislative Behaviour"
"185","/d7/en/projects/going-local-determinants-of-institutional-changes-of-local-government-and-their-implications-for-political-participation","marc-debus","B2.4","Going Local: Determinants of Institutional Changes of Local Government and their Implications for Political Participation and Political Decision-Making in West European Democracies"
"186","/d7/en/projects/going-local-determinants-of-institutional-changes-of-local-government-and-their-implications-for-political-participation","martin-gross","B2.4","Going Local: Determinants of Institutional Changes of Local Government and their Implications for Political Participation and Political Decision-Making in West European Democracies"
"187","/d7/en/projects/issue-salience-and-legislative-responsiveness","thomas-gschwend","B2.5","Issue Salience and Legislative Responsiveness"
"188","/d7/en/projects/issue-salience-and-legislative-responsiveness","rainer-stiefelhagen","B2.5","Issue Salience and Legislative Responsiveness"
"189","/d7/en/projects/signalling-good-governance","nicole-rae-baerg","B2.6","Signalling Good Governance"
"190","/d7/en/projects/signalling-good-governance","colin-krainin","B2.6","Signalling Good Governance"
"191","/d7/en/projects/the-personalized-vote-and-parliamentary-representation","thomas-daubler","B2.7","The Personal(ized) Vote and Parliamentary Representation"
"192","/d7/en/projects/looking-inside-the-black-box-intra-party-policy-and-party-policy-statements","zachary-greene","B2.8","Looking inside the Black Box: Intra-Party Policy and Party Policy Statements"
"193","/d7/en/projects/making-electoral-democracy-work","thomas-gschwend","B2.9","Making Electoral Democracy Work"
"194","/d7/en/projects/making-electoral-democracy-work","steffen-zittlau","B2.9","Making Electoral Democracy Work"
"195","/d7/en/projects/the-federal-constitutional-court-as-a-veto-player","thomas-gschwend","B2.10","The Federal Constitutional Court as a Veto Player"
"196","/d7/en/projects/the-federal-constitutional-court-as-a-veto-player","christoph-hoennige","B2.10","The Federal Constitutional Court as a Veto Player"
"197","/d7/en/projects/the-federal-constitutional-court-as-a-veto-player","caroline-wittig","B2.10","The Federal Constitutional Court as a Veto Player"
"198","/d7/en/projects/participation-and-representation-a-comparative-study-of-linkage-mechanisms-between-citizens-and-the-political-system-in","jan-van-deth","B2.11","Participation and Representation. A Comparative Study of Linkage Mechanisms between Citizens and the Political System in Contemporary Democracies (PartiRep-2)"
"199","/d7/en/projects/participation-and-representation-a-comparative-study-of-linkage-mechanisms-between-citizens-and-the-political-system-in","thomas-braeuninger","B2.11","Participation and Representation. A Comparative Study of Linkage Mechanisms between Citizens and the Political System in Contemporary Democracies (PartiRep-2)"
"200","/d7/en/projects/participation-and-representation-a-comparative-study-of-linkage-mechanisms-between-citizens-and-the-political-system-in","thomas-daubler","B2.11","Participation and Representation. A Comparative Study of Linkage Mechanisms between Citizens and the Political System in Contemporary Democracies (PartiRep-2)"
"201","/d7/en/projects/participation-and-representation-a-comparative-study-of-linkage-mechanisms-between-citizens-and-the-political-system-in","marc-debus","B2.11","Participation and Representation. A Comparative Study of Linkage Mechanisms between Citizens and the Political System in Contemporary Democracies (PartiRep-2)"
"202","/d7/en/projects/participation-and-representation-a-comparative-study-of-linkage-mechanisms-between-citizens-and-the-political-system-in","thorsten-faas","B2.11","Participation and Representation. A Comparative Study of Linkage Mechanisms between Citizens and the Political System in Contemporary Democracies (PartiRep-2)"
"203","/d7/en/projects/participation-and-representation-a-comparative-study-of-linkage-mechanisms-between-citizens-and-the-political-system-in","nathalie-giger","B2.11","Participation and Representation. A Comparative Study of Linkage Mechanisms between Citizens and the Political System in Contemporary Democracies (PartiRep-2)"
"204","/d7/en/projects/participation-and-representation-a-comparative-study-of-linkage-mechanisms-between-citizens-and-the-political-system-in","rudiger-schmitt-beck","B2.11","Participation and Representation. A Comparative Study of Linkage Mechanisms between Citizens and the Political System in Contemporary Democracies (PartiRep-2)"
"205","/d7/en/projects/mediated-contestation-in-comparative-perspective","hartmut-wessler","B2.12","Mediated Contestation in Comparative Perspective"
"206","/d7/en/projects/mediated-contestation-in-comparative-perspective","eike-rinke","B2.12","Mediated Contestation in Comparative Perspective"
"207","/d7/en/projects/mediated-contestation-in-comparative-perspective","charlotte-loeb","B2.12","Mediated Contestation in Comparative Perspective"
"208","/d7/en/projects/mediated-contestation-in-comparative-perspective","julia-winkler","B2.12","Mediated Contestation in Comparative Perspective"
"209","/d7/en/projects/varieties-of-capitalism-partisan-politics-and-labour-market-policies-in-oecd-member-states-after-the-financial-crisis","felix-horisch","B2.13","Varieties of Capitalism, Partisan Politics and Labour Market Policies in OECD Member States after the Financial Crisis"
"210","/d7/en/projects/implementation-of-constitutional-court-decisions","thomas-gschwend","B2.14","Implementation of Constitutional Court Decisions"
"211","/d7/en/projects/implementation-of-constitutional-court-decisions","christoph-hoennige","B2.14","Implementation of Constitutional Court Decisions"
"212","/d7/en/projects/where-is-my-party-determinants-of-voter-agreement-about-the-ideological-positions-of-political-parties","marc-debus","B2.15","Where Is My Party? Determinants of Voter Agreement about the Ideological Positions of Political Parties"
"213","/d7/en/projects/where-is-my-party-determinants-of-voter-agreement-about-the-ideological-positions-of-political-parties","zeynep-somer-topcu","B2.15","Where Is My Party? Determinants of Voter Agreement about the Ideological Positions of Political Parties"
"214","/d7/en/projects/where-is-my-party-determinants-of-voter-agreement-about-the-ideological-positions-of-political-parties","margit-tavits","B2.15","Where Is My Party? Determinants of Voter Agreement about the Ideological Positions of Political Parties"
"215","/d7/en/projects/where-is-my-party-determinants-of-voter-agreement-about-the-ideological-positions-of-political-parties","markus-baumann","B2.15","Where Is My Party? Determinants of Voter Agreement about the Ideological Positions of Political Parties"
"216","/d7/en/projects/where-is-my-party-determinants-of-voter-agreement-about-the-ideological-positions-of-political-parties","martin-gross","B2.15","Where Is My Party? Determinants of Voter Agreement about the Ideological Positions of Political Parties"
"217","/d7/en/projects/pre-electoral-coalition-strategies","thomas-gschwend","B2.16","Pre-electoral Coalition Strategies"
"218","/d7/en/projects/pre-electoral-coalition-strategies","lukas-stoetzer","B2.16","Pre-electoral Coalition Strategies"
"219","/d7/en/projects/pre-electoral-coalition-strategies","anna-adendorf","B2.16","Pre-electoral Coalition Strategies"
"220","/d7/en/projects/pre-electoral-coalition-strategies","oke-bahnsen","B2.16","Pre-electoral Coalition Strategies"
"221","/d7/en/projects/cloaked-campaigning-politicians-in-the-wikipedia-marketplace-of-information","simon-munzert","B2.17","Cloaked Campaigning: Politicians in the Wikipedia Marketplace of Information"
"222","/d7/en/projects/intra-party-politics-and-european-multiparty-governments","alejandro-ecker","B2.18","Intra-Party Politics and European Multiparty Governments"
"223","/d7/en/projects/party-competition-and-policy-outcomes-in-multilevel-systems","marc-debus","B3.1","Party Competition and Policy Outcomes in Multilevel Systems"
"224","/d7/en/projects/party-competition-and-policy-outcomes-in-multilevel-systems","jochen-muller","B3.1","Party Competition and Policy Outcomes in Multilevel Systems"
"225","/d7/en/projects/party-competition-and-policy-outcomes-in-multilevel-systems","martin-gross","B3.1","Party Competition and Policy Outcomes in Multilevel Systems"
"226","/d7/en/projects/party-competition-and-policy-outcomes-in-multilevel-systems","stephan-heichel","B3.1","Party Competition and Policy Outcomes in Multilevel Systems"
"227","/d7/en/projects/clarifying-responsibility-in-europe-how-increasing-awareness-about-the-eus-influence-in-policy-making-affects-attitudes","sean-carey","B3.2","Clarifying Responsibility in Europe: How Increasing Awareness about the EU’s Influence in Policy Making Affects Attitudes to European Integration"
"228","/d7/en/projects/the-true-european-voter-a-strategy-for-analysing-the-prospects-of-european-electoral-democracy-that-includes-the-west","hermann-schmitt","B3.3","The True European Voter: A Strategy for Analysing the Prospects of European Electoral Democracy that Includes the West, the South and the East of the Continent (TEV)"
"229","/d7/en/projects/the-true-european-voter-a-strategy-for-analysing-the-prospects-of-european-electoral-democracy-that-includes-the-west","eftichia-teperoglou","B3.3","The True European Voter: A Strategy for Analysing the Prospects of European Electoral Democracy that Includes the West, the South and the East of the Continent (TEV)"
"230","/d7/en/projects/the-true-european-voter-a-strategy-for-analysing-the-prospects-of-european-electoral-democracy-that-includes-the-west","rosa-m-navarrete","B3.3","The True European Voter: A Strategy for Analysing the Prospects of European Electoral Democracy that Includes the West, the South and the East of the Continent (TEV)"
"231","/d7/en/projects/european-election-study-2014","hermann-schmitt","B3.4","European Election Study 2014"
"232","/d7/en/projects/european-election-study-2014","andreas-wuest","B3.4","European Election Study 2014"
"233","/d7/en/projects/european-election-study-2014","sebastian-popa","B3.4","European Election Study 2014"
"234","/d7/en/projects/european-election-study-2014","felix-dwinger","B3.4","European Election Study 2014"
"235","/d7/en/projects/european-election-study-2014","constantin-schafer","B3.4","European Election Study 2014"
"236","/d7/en/projects/new-arenas-for-youth-engagement-in-politics-nayep","yannis-theocharis","B3.5","New Arenas for Youth Engagement in Politics (NAYEP)"
"237","/d7/en/projects/public-opinion-of-european-societies-in-change","annelies-blom","B3.6","Public Opinion of European Societies in Change"
"238","/d7/en/projects/public-opinion-of-european-societies-in-change","thomas-koenig","B3.6","Public Opinion of European Societies in Change"
"239","/d7/en/projects/public-opinion-of-european-societies-in-change","christopher-james-williams","B3.6","Public Opinion of European Societies in Change"
"240","/d7/en/projects/public-opinion-of-european-societies-in-change","susanne-helmschrott","B3.6","Public Opinion of European Societies in Change"
"241","/d7/en/projects/individual-responses-to-international-democratizing-action-irida","nikolay-marinov","B3.7","Individual Responses to International Democratizing Action (IRIDA)"
"242","/d7/en/projects/individual-responses-to-international-democratizing-action-irida","johannes-bubeck","B3.7","Individual Responses to International Democratizing Action (IRIDA)"
"243","/d7/en/projects/individual-responses-to-international-democratizing-action-irida","kai-jaeger","B3.7","Individual Responses to International Democratizing Action (IRIDA)"
"244","/d7/en/projects/individual-responses-to-international-democratizing-action-irida","marcela-ibanez-de-foerster","B3.7","Individual Responses to International Democratizing Action (IRIDA)"
"245","/d7/en/projects/framing-europe-eurosceptic-cues-and-citizen-attitudes","galina-zapryanova","B3.8","Framing Europe: Eurosceptic Cues and Citizen Attitudes"
"246","/d7/en/projects/the-european-union-in-international-organisations","anne-wetzel","B3.9","The European Union in International Organisations"
"247","/d7/en/projects/eurolob-ii-europeanization-of-interest-intermediation","beate-kohler-koch","B3.10","EUROLOB II—Europeanization of Interest Intermediation"
"248","/d7/en/projects/eurolob-ii-europeanization-of-interest-intermediation","christine-quittkat","B3.10","EUROLOB II—Europeanization of Interest Intermediation"
"249","/d7/en/projects/redefining-the-transatlantic-relationship-and-its-role-in-shaping-global-governance","hans-rattinger","B3.11","Redefining the Transatlantic Relationship and its Role in Shaping Global Governance"
"250","/d7/en/projects/redefining-the-transatlantic-relationship-and-its-role-in-shaping-global-governance","jana-poetzschke","B3.11","Redefining the Transatlantic Relationship and its Role in Shaping Global Governance"
"251","/d7/en/projects/redefining-the-transatlantic-relationship-and-its-role-in-shaping-global-governance","kristina-puzarina","B3.11","Redefining the Transatlantic Relationship and its Role in Shaping Global Governance"
"252","/d7/en/projects/sustainable-media-events-production-and-discursive-effects-of-staged-global-political-media-events-in-the-area-of","hartmut-wessler","B3.12","Sustainable Media Events? Production and Discursive Effects of Staged Global Political Media Events in the Area of Climate Change"
"253","/d7/en/projects/sustainable-media-events-production-and-discursive-effects-of-staged-global-political-media-events-in-the-area-of","julia-lueck","B3.12","Sustainable Media Events? Production and Discursive Effects of Staged Global Political Media Events in the Area of Climate Change"
"254","/d7/en/projects/sustainable-media-events-production-and-discursive-effects-of-staged-global-political-media-events-in-the-area-of","antal-wozniak","B3.12","Sustainable Media Events? Production and Discursive Effects of Staged Global Political Media Events in the Area of Climate Change"
"255","/d7/en/projects/tax-policy-in-the-eu-in-an-environment-of-new-fiscal-institutions-and-coordination-procedures","thomas-koenig","B3.13","Tax Policy in the EU in an Environment of New Fiscal Institutions and Coordination Procedures"
"256","/d7/en/projects/tax-policy-in-the-eu-in-an-environment-of-new-fiscal-institutions-and-coordination-procedures","bernd-luig","B3.13","Tax Policy in the EU in an Environment of New Fiscal Institutions and Coordination Procedures"
"257","/d7/en/projects/coping-with-change-the-re-organisation-of-german-business-associations","beate-kohler-koch","B3.15","Coping with Change: The Re-Organisation of German Business Associations"
"258","/d7/en/projects/coping-with-change-the-re-organisation-of-german-business-associations","sebastian-fuchs","B3.15","Coping with Change: The Re-Organisation of German Business Associations"
"259","/d7/en/projects/coping-with-change-the-re-organisation-of-german-business-associations","david-friedrich","B3.15","Coping with Change: The Re-Organisation of German Business Associations"
"260","/d7/en/projects/formal-versus-informal-bicameral-law-making-in-the-european-union","nikoleta-yordanova","B3.16","Formal versus Informal Bicameral Law-making in the European Union"
"261","/d7/en/projects/patterns-of-law-making-in-germanys-multilevel-system","christian-stecker","B3.17","Patterns of Law-making in Germany's Multilevel System"
"262","/d7/en/projects/patterns-of-law-making-in-germanys-multilevel-system","jana-paasch","B3.17","Patterns of Law-making in Germany's Multilevel System"
"263","/d7/en/projects/the-hybrid-wars-of-information","nikolay-marinov","B3.18","The Hybrid Wars of Information"
"264","/d7/en/projects/the-hybrid-wars-of-information","harald-schoen","B3.18","The Hybrid Wars of Information"
"265","/d7/en/projects/the-hybrid-wars-of-information","martian-mazureanu","B3.18","The Hybrid Wars of Information"
"266","/d7/en/projects/participation-and-policy-positions-in-global-internet-governance","thomas-winzen","B3.19","Participation and Policy Positions in Global Internet Governance"
"267","/d7/en/projects/the-domestic-foundation-of-governmental-preferences-over-european-politics","thomas-koenig","BI.1","The Domestic Foundation of Governmental Preferences Over European Politics"
"268","/d7/en/projects/legislative-reforms-and-party-competition","thomas-koenig","BI.2","Legislative Reforms and Party Competition"
"269","/d7/en/projects/legislative-reforms-and-party-competition","wolfgang-muller","BI.2","Legislative Reforms and Party Competition"
"270","/d7/en/projects/reform-agendas-and-intra-party-programmatic-position-taking","thomas-braeuninger","BI.3","Reform Agendas and Intra-party Programmatic Position-taking"
"271","/d7/en/projects/reform-agendas-and-intra-party-programmatic-position-taking","marc-debus","BI.3","Reform Agendas and Intra-party Programmatic Position-taking"
"272","/d7/en/projects/reform-agendas-and-intra-party-programmatic-position-taking","markus-baumann","BI.3","Reform Agendas and Intra-party Programmatic Position-taking"
"273","/d7/en/projects/reform-agendas-and-intra-party-programmatic-position-taking","matthias-haber","BI.3","Reform Agendas and Intra-party Programmatic Position-taking"
"274","/d7/en/projects/strong-vs-weak-governments-and-the-challenge-of-economic-reforms","hanna-baeck","BI.4","""Strong"" vs. ""Weak"" Governments and the Challenge of Economic Reforms"
"275","/d7/en/projects/strong-vs-weak-governments-and-the-challenge-of-economic-reforms","wolfgang-muller","BI.4","""Strong"" vs. ""Weak"" Governments and the Challenge of Economic Reforms"
"276","/d7/en/projects/measuring-a-common-space-and-the-dynamics-of-reform-positions","thomas-gschwend","BI.5","Measuring a Common Space and the Dynamics of Reform Positions"
"277","/d7/en/projects/citizens-in-the-european-public-sphere-an-empirical-analysis-of-european-union-news","rudiger-schmitt-beck","BI.6","Citizens in the European Public Sphere: An Empirical Analysis of European Union News"
"278","/d7/en/projects/citizens-in-the-european-public-sphere-an-empirical-analysis-of-european-union-news","stefanie-walter","BI.6","Citizens in the European Public Sphere: An Empirical Analysis of European Union News"
"279","/d7/en/projects/repression-and-the-escalation-of-violence-rate","sabine-carey","BI.7","Repression and the Escalation of Violence (RATE)"
"280","/d7/en/projects/who-cares-about-the-others-explaining-motivational-foundations-of-preferences-for-redistribution","daniel-stegmueller","BI.8","Who Cares about the Others? Explaining Motivational Foundations of Preferences for Redistribution"
"281","/d7/en/projects/who-cares-about-the-others-explaining-motivational-foundations-of-preferences-for-redistribution","verena-fetscher","BI.8","Who Cares about the Others? Explaining Motivational Foundations of Preferences for Redistribution"
